,location,district,rooms,size,level,max_levels,price
3377,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 4-й квартал",Мирзо-Улугбекский,4,79.0,4,4,27000.0
3378,"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,2,48.0,5,9,23000.0
3379,"город Ташкент, Мирзо-Улугбекский район, жилой комплекс Goldhill",Мирзо-Улугбекский,6,200.0,7,7,105000.0
3380,"город Ташкент, Яккасарайский район, Афросиаб (пр-т Косманавтов) ",Яккасарайский,1,28.0,1,4,45000.0
3381,"город Ташкент, Учтепинский район, Чиланзар 12-й квартал",Учтепинский,3,100.0,2,4,67000.0
3382,"город Ташкент, Мирабадский район, Корейское посольство",Мирабадский,3,75.0,5,9,110000.0
3383,"город Ташкент, Сергелийский район, Сергели 8",Сергелийский,4,100.0,7,9,45800.0
3384,"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Мирабадский,4,200.0,6,8,220000.0
3385,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,6,170.0,2,9,165000.0
3386,"город Ташкент, Мирабадский район, Афросиаб",Мирабадский,2,65.0,7,9,70000.0
3387,"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Мирабадский,3,75.0,6,9,88000.0
3388,"город Ташкент, Мирзо-Улугбекский район, Паркент",Мирзо-Улугбекский,3,75.0,7,9,65000.0
3389,"город Ташкент, Мирзо-Улугбекский район, ТТЗ-4",Мирзо-Улугбекский,3,78.0,3,4,55000.0
3390,"город Ташкент, Шайхантахурский район, Бельтепа",Шайхантахурский,4,130.0,4,4,72000.0
3391,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,3,94.0,2,9,51000.0
3392,"город Ташкент, Шайхантахурский район, Ибн Сина-2",Шайхантахурский,2,60.0,1,5,54000.0
3393,"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Учтепинский,4,80.0,3,5,58800.0
3394,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,3,80.0,5,5,39000.0
3395,"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,2,50.0,1,4,30000.0
3396,"город Ташкент, Мирзо-Улугбекский район, Кары-Ниязи",Мирзо-Улугбекский,3,100.0,2,6,120000.0
3397,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули",Мирзо-Улугбекский,2,40.0,1,3,26000.0
3398,"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Мирзо-Улугбекский,2,40.0,5,5,31500.0
3399,"город Ташкент, Яккасарайский район, Бобур",Яккасарайский,4,96.0,9,9,52000.0
3400,"город Ташкент, Яшнободский район, Городок Авиастроителей 4-й квартал",Яшнободский,2,44.0,4,4,30500.0
3401,"город Ташкент, Чиланзарский район, Сугалли-ота",Чиланзарский,4,85.0,4,5,47500.0
3402,"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,3,68.0,3,4,40000.0
3403,"город Ташкент, Шайхантахурский район, Себзор",Шайхантахурский,3,92.0,4,8,99000.0
3404,"город Ташкент, Юнусабадский район, Киёт",Юнусабадский,3,76.0,4,4,55000.0
3405,"город Ташкент, Шайхантахурский район, Джангох",Шайхантахурский,2,68.0,4,4,42000.0
3406,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 2-й квартал",Мирзо-Улугбекский,2,60.0,6,9,33500.0
3407,"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Учтепинский,2,42.0,4,5,28500.0
3408,"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Мирзо-Улугбекский,2,42.0,2,5,33500.0
3409,"город Ташкент, Чиланзарский район, Чиланзар 1-й квартал",Чиланзарский,2,60.0,2,4,42000.0
3410,"город Ташкент, Мирзо-Улугбекский район, Академгородок",Мирзо-Улугбекский,2,50.0,5,5,35000.0
3411,"город Ташкент, Юнусабадский район, Юнусабад 7-й квартал",Юнусабадский,2,49.44,4,4,31000.0
3412,"город Ташкент, Мирзо-Улугбекский район, Массив КараСу 1",Мирзо-Улугбекский,3,75.0,4,5,48000.0
3413,"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Мирзо-Улугбекский,2,55.0,4,4,35000.0
3414,"город Ташкент, Юнусабадский район, Юнусабад 3-й квартал",Юнусабадский,2,50.0,4,4,33500.0
3415,"город Ташкент, Яккасарайский район, Бабура",Яккасарайский,3,68.0,4,5,59000.0
3416,"город Ташкент, Мирабадский район, Катта Миробод",Мирабадский,3,86.0,2,4,135000.0
3417,"город Ташкент, Юнусабадский район, Интер Континенталь",Юнусабадский,3,66.0,3,4,75000.0
3418,"город Ташкент, Мирабадский район, Сарбон",Мирабадский,3,132.0,3,4,65000.0
3419,"город Ташкент, Яшнободский район, Тузель-1 или 40лет-1",Яшнободский,2,56.0,5,5,29500.0
3420,"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,4,90.0,5,5,46000.0
3421,"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,2,64.0,1,5,42000.0
3422,"город Ташкент, Юнусабадский район, Юнусабад-10",Юнусабадский,3,68.0,3,5,42100.0
3423,"город Ташкент, Мирабадский район, Цум",Мирабадский,1,36.0,1,4,65000.0
3424,"город Ташкент, Юнусабадский район, 1-й проезд Бахор",Юнусабадский,2,60.0,3,5,44000.0
3425,"город Ташкент, Чиланзарский район, Чиланзар квартал Е",Чиланзарский,3,72.0,8,9,65000.0
3426,"город Ташкент, Олмазорский район, Беруний Б-1",Олмазорский,2,60.0,2,4,41000.0
3427,"город Ташкент, Шайхантахурский район, Гульабад",Шайхантахурский,4,84.0,2,4,55000.0
3428,"город Ташкент, Яккасарайский район, Бабура",Яккасарайский,2,65.0,5,9,48000.0
3429,"город Ташкент, Олмазорский район, Нурафшон",Олмазорский,3,91.0,3,3,85000.0
3430,"город Ташкент, Юнусабадский район, Юнусабад 7-й квартал",Юнусабадский,3,105.0,5,6,66455.0
